type, summary_id,period_no,event_id,mean,standard_deviation,exposure_value,occ_year,occ_month,occ_day
1,1,3506,1869,28.56,0.00,48347220.00,3506,11,20
2,1,3506,1869,18.21,19.79,48347220.00,3506,11,20
1,1,729,4429,9.85,0.00,48347220.00,729,4,23
2,1,729,4429,14.24,18.32,48347220.00,729,4,23
1,1,2189,4688,0.97,0.00,48347220.00,2189,12,31
2,1,2189,4688,2.29,4.82,48347220.00,2189,12,31
1,1,3628,2462,336881.84,0.00,48347220.00,3628,4,8
2,1,3628,2462,175300.25,194061.75,48347220.00,3628,4,8
1,1,1208,5044,139337.25,0.00,48347220.00,1208,1,15
2,1,1208,5044,195263.39,229177.12,48347220.00,1208,1,15
1,1,1252,1801,280.46,0.00,48347220.00,1252,8,17
2,1,1252,1801,322.80,957.69,48347220.00,1252,8,17
1,1,710,4752,1.98,0.00,48347220.00,710,8,9
2,1,710,4752,1.02,3.22,48347220.00,710,8,9
1,1,2355,4926,608.97,0.00,48347220.00,2355,5,24
2,1,2355,4926,166.53,493.43,48347220.00,2355,5,24
1,1,137,2397,1.01,0.00,43284180.00,137,7,26
2,1,137,2397,2.79,8.82,43284180.00,137,7,26
1,1,7,3169,200.80,0.00,43284180.00,7,10,10
2,1,7,3169,16.17,42.34,43284180.00,7,10,10
1,1,4487,5331,0.98,0.00,43284180.00,4487,1,22
2,1,4487,5331,2.47,7.82,43284180.00,4487,1,22
1,1,4609,1969,70.40,0.00,43284180.00,4609,12,6
1,1,3471,2720,37647.71,0.00,48347220.00,3471,2,10
2,1,3471,2720,23768.59,48323.58,48347220.00,3471,2,10
1,1,587,5128,10875.87,0.00,48347220.00,587,6,30
2,1,587,5128,18288.97,16200.11,48347220.00,587,6,30
1,1,3542,1847,1077653.50,0.00,48347220.00,3542,5,2
2,1,3542,1847,1206725.75,918666.44,48347220.00,3542,5,2
1,1,3723,3859,13.82,0.00,43284180.00,3723,10,10
2,1,3723,3859,5.26,11.10,43284180.00,3723,10,10
1,1,1235,4966,25043.94,0.00,48347220.00,1235,6,22
2,1,1235,4966,40730.36,64647.33,48347220.00,1235,6,22
1,1,2323,4766,0.98,0.00,43284180.00,2323,12,3
1,1,6,4071,2281.64,0.00,48347220.00,6,3,11
2,1,6,4071,38.39,101.68,48347220.00,6,3,11
1,1,4389,4030,27378.93,0.00,48347220.00,4389,12,28
2,1,4389,4030,11623.19,18084.65,48347220.00,4389,12,28
1,1,1102,5131,2435.95,0.00,48347220.00,1102,8,31
2,1,1102,5131,1212.19,1731.94,48347220.00,1102,8,31
1,1,2646,2648,1278123.75,0.00,48347220.00,2646,5,16
2,1,2646,2648,1442215.25,2430520.00,48347220.00,2646,5,16
1,1,21,3950,90.30,0.00,43284180.00,21,1,2
2,1,21,3950,1.97,6.22,43284180.00,21,1,2
1,1,3455,5024,2501.09,0.00,48347220.00,3455,2,24
2,1,3455,5024,3374.60,8546.73,48347220.00,3455,2,24
1,1,2872,1352,50.62,0.00,43284180.00,2872,6,23
2,1,2872,1352,108.18,174.23,43284180.00,2872,6,23
1,1,1446,4172,1.01,0.00,43284180.00,1446,4,13
2,1,1446,4172,2.57,8.13,43284180.00,1446,4,13
1,1,1972,1939,30.03,0.00,43284180.00,1972,1,30
2,1,1972,1939,2.57,8.14,43284180.00,1972,1,30
1,1,4204,4778,11585.58,0.00,48347220.00,4204,12,29
2,1,4204,4778,7231.15,15706.44,48347220.00,4204,12,29
1,1,1921,4392,3.04,0.00,48347220.00,1921,12,11
1,1,4283,5136,896.26,0.00,48347220.00,4283,4,15
2,1,4283,5136,1105.14,3402.05,48347220.00,4283,4,15
1,1,1495,4956,8281.63,0.00,48347220.00,1495,2,12
2,1,1495,4956,15438.55,34032.05,48347220.00,1495,2,12
1,1,38,5211,5169.90,0.00,48347220.00,38,10,28
2,1,38,5211,4203.58,8822.85,48347220.00,38,10,28
1,1,2447,1669,17.63,0.00,48347220.00,2447,2,2
2,1,2447,1669,2.30,4.84,48347220.00,2447,2,2
1,1,3674,5442,1.00,0.00,48347220.00,3674,2,6
2,1,3674,5442,1.50,4.73,48347220.00,3674,2,6
1,1,687,3823,219.78,0.00,48347220.00,687,9,25
2,1,687,3823,40.08,109.58,48347220.00,687,9,25
1,1,2,1786,638.61,0.00,48347220.00,2,7,19
2,1,2,1786,561.76,1177.65,48347220.00,2,7,19
1,1,532,4049,1.01,0.00,43284180.00,532,10,8
2,1,532,4049,2.82,8.91,43284180.00,532,10,8
1,1,456,1814,752.81,0.00,48347220.00,456,4,11
2,1,456,1814,388.21,712.65,48347220.00,456,4,11
1,1,647,5106,34587.32,0.00,48347220.00,647,8,11
2,1,647,5106,34528.38,52527.96,48347220.00,647,8,11
1,1,4394,5121,45576.50,0.00,48347220.00,4394,7,23
2,1,4394,5121,44869.87,77045.95,48347220.00,4394,7,23
1,1,2660,2667,402789.72,0.00,48347220.00,2660,11,20
2,1,2660,2667,379229.66,485579.28,48347220.00,2660,11,20
1,1,1755,3404,192322.38,0.00,48347220.00,1755,11,10
2,1,1755,3404,80553.52,215096.83,48347220.00,1755,11,10
1,1,685,2387,4.13,0.00,48347220.00,685,10,26
2,1,685,2387,6.44,11.19,48347220.00,685,10,26
1,1,1455,2317,771320.12,0.00,48347220.00,1455,8,19
2,1,1455,2317,479210.34,555985.19,48347220.00,1455,8,19
1,1,3495,5367,6057.70,0.00,48347220.00,3495,1,16
2,1,3495,5367,5614.25,15415.97,48347220.00,3495,1,16
1,1,1100,2380,482.92,0.00,48347220.00,1100,8,2
2,1,1100,2380,610.01,1100.14,48347220.00,1100,8,2
1,1,3619,4274,2.01,0.00,48347220.00,3619,2,17
2,1,3619,4274,10.45,11.87,48347220.00,3619,2,17
1,1,267,1595,3.94,0.00,48347220.00,267,12,11
2,1,267,1595,1.08,3.42,48347220.00,267,12,11
1,1,1289,5034,136769.77,0.00,48347220.00,1289,5,2
2,1,1289,5034,207902.91,277918.00,48347220.00,1289,5,2
1,1,1106,4812,108.51,0.00,48347220.00,1106,11,9
2,1,1106,4812,5.39,11.37,48347220.00,1106,11,9
1,1,2154,5148,7418.04,0.00,48347220.00,2154,4,25
2,1,2154,5148,8404.58,14215.39,48347220.00,2154,4,25
1,1,327,4985,909.75,0.00,48347220.00,327,11,6
2,1,327,4985,1799.92,3584.90,48347220.00,327,11,6
1,1,1202,5134,50526.16,0.00,48347220.00,1202,11,27
2,1,1202,5134,25817.43,55456.58,48347220.00,1202,11,27
1,1,4639,4136,4.02,0.00,48347220.00,4639,2,27
2,1,4639,4136,4.85,7.83,48347220.00,4639,2,27
1,1,1152,3848,251.00,0.00,48347220.00,1152,5,16
2,1,1152,3848,376.10,1050.29,48347220.00,1152,5,16
1,1,3745,5116,964.53,0.00,48347220.00,3745,12,22
2,1,3745,5116,1738.97,2331.31,48347220.00,3745,12,22
1,1,2354,1802,155796.02,0.00,48347220.00,2354,9,1
2,1,2354,1802,407511.06,417783.66,48347220.00,2354,9,1
1,1,1162,5217,747814.38,0.00,48347220.00,1162,2,9
2,1,1162,5217,915630.31,860530.25,48347220.00,1162,2,9
1,1,952,3814,6.13,0.00,48347220.00,952,8,19
2,1,952,3814,4.79,7.73,48347220.00,952,8,19
1,1,4225,3106,50531.40,0.00,48347220.00,4225,10,21
2,1,4225,3106,96751.20,117600.14,48347220.00,4225,10,21
1,1,4066,5449,12.84,0.00,43284180.00,4066,9,6
1,1,1058,4072,1.00,0.00,48347220.00,1058,8,20
1,1,3686,2358,500.80,0.00,48347220.00,3686,9,15
2,1,3686,2358,1283.19,3592.31,48347220.00,3686,9,15
1,1,3017,5010,1152.84,0.00,48347220.00,3017,12,11
2,1,3017,5010,299.48,458.89,48347220.00,3017,12,11
1,1,2534,5153,2903.36,0.00,48347220.00,2534,9,2
2,1,2534,5153,942.06,1222.30,48347220.00,2534,9,2
1,1,866,4945,3.95,0.00,48347220.00,866,12,13
2,1,866,4945,1.02,3.22,48347220.00,866,12,13
1,1,4363,4501,205.93,0.00,48347220.00,4363,7,5
2,1,4363,4501,29.67,53.28,48347220.00,4363,7,5
1,1,3770,1871,7745.28,0.00,48347220.00,3770,6,18
2,1,3770,1871,9158.71,13522.35,48347220.00,3770,6,18
1,1,816,5383,25786.09,0.00,48347220.00,816,2,1
2,1,816,5383,23640.79,61152.12,48347220.00,816,2,1
1,1,4178,4416,140.71,0.00,43284180.00,4178,3,11
1,1,1129,2382,2.02,0.00,43284180.00,1129,5,1
2,1,1129,2382,2.62,8.30,43284180.00,1129,5,1
1,1,29,4567,1.03,0.00,48347220.00,29,7,8
1,1,3768,4963,2193.27,0.00,48347220.00,3768,4,25
2,1,3768,4963,878.12,1159.08,48347220.00,3768,4,25
1,1,2461,4133,196.15,0.00,43284180.00,2461,7,13
2,1,2461,4133,198.59,563.40,43284180.00,2461,7,13
1,1,248,4912,1.93,0.00,48347220.00,248,6,18
2,1,248,4912,3.83,12.10,48347220.00,248,6,18
1,1,2968,3124,403.68,0.00,48347220.00,2968,7,14
2,1,2968,3124,638.77,1081.43,48347220.00,2968,7,14
1,1,137,4265,2.01,0.00,48347220.00,137,10,21
2,1,137,4265,6.26,10.78,48347220.00,137,10,21
1,1,4471,4276,78.96,0.00,48347220.00,4471,2,14
2,1,4471,4276,84.36,139.07,48347220.00,4471,2,14
1,1,80,5273,2.97,0.00,43284180.00,80,8,30
2,1,80,5273,5.29,11.17,43284180.00,80,8,30
1,1,3760,5007,13.79,0.00,43284180.00,3760,10,31
2,1,3760,5007,2.63,8.33,43284180.00,3760,10,31
1,1,1945,5141,7398.37,0.00,48347220.00,1945,12,3
2,1,1945,5141,8094.20,10489.84,48347220.00,1945,12,3
1,1,861,4652,514.87,0.00,48347220.00,861,10,25
2,1,861,4652,94.05,197.28,48347220.00,861,10,25
1,1,160,983,199.95,0.00,48347220.00,160,7,21
2,1,160,983,964.08,1951.59,48347220.00,160,7,21
1,1,2299,3154,2.88,0.00,43284180.00,2299,4,13
1,1,3009,4314,371.73,0.00,48347220.00,3009,10,6
2,1,3009,4314,571.24,923.51,48347220.00,3009,10,6
1,1,2923,5405,1.00,0.00,48347220.00,2923,3,23
1,1,1863,3913,2.99,0.00,48347220.00,1863,2,25
2,1,1863,3913,5.90,9.86,48347220.00,1863,2,25
1,1,2643,4751,0.97,0.00,12823488.00,2643,5,14
2,1,2643,4751,1.15,3.65,12823488.00,2643,5,14
1,1,1076,2069,15.19,0.00,43284180.00,1076,11,27
2,1,1076,2069,36.13,104.73,43284180.00,1076,11,27
1,1,526,3176,3.06,0.00,43284180.00,526,8,13
1,1,4909,1670,10888.36,0.00,48347220.00,4909,7,13
2,1,4909,1670,23446.73,43718.28,48347220.00,4909,7,13
1,1,4401,2386,2.04,0.00,48347220.00,4401,9,26
2,1,4401,2386,2.18,4.62,48347220.00,4401,9,26
1,1,1273,3434,3102.55,0.00,48347220.00,1273,3,15
2,1,1273,3434,1968.99,4291.81,48347220.00,1273,3,15
1,1,2951,1309,1.01,0.00,43284180.00,2951,9,23
1,1,1973,1679,698.29,0.00,48347220.00,1973,2,19
2,1,1973,1679,1446.26,1570.63,48347220.00,1973,2,19
1,1,3556,5312,1.01,0.00,43284180.00,3556,7,24
2,1,3556,5312,5.52,11.64,43284180.00,3556,7,24
1,1,3768,4376,238.01,0.00,48347220.00,3768,6,2
2,1,3768,4376,66.85,208.44,48347220.00,3768,6,2
1,1,3396,4899,0.98,0.00,43284180.00,3396,9,23
1,1,1507,2716,11305.58,0.00,48347220.00,1507,8,17
2,1,1507,2716,9919.44,16517.35,48347220.00,1507,8,17
1,1,1154,4035,9252.19,0.00,48347220.00,1154,6,27
2,1,1154,4035,13241.79,18909.40,48347220.00,1154,6,27
1,1,4287,3627,3530.81,0.00,48347220.00,4287,5,2
2,1,4287,3627,2161.14,2921.60,48347220.00,4287,5,2
1,1,4318,2735,16.26,0.00,48347220.00,4318,8,2
2,1,4318,2735,39.57,110.32,48347220.00,4318,8,2
1,1,2223,3019,15.19,0.00,43284180.00,2223,8,22
2,1,2223,3019,74.29,142.47,43284180.00,2223,8,22
1,1,4319,4406,6461.58,0.00,48347220.00,4319,9,26
2,1,4319,4406,5512.66,5486.57,48347220.00,4319,9,26
1,1,3548,1818,16.87,0.00,48347220.00,3548,7,9
2,1,3548,1818,9.22,11.06,48347220.00,3548,7,9
1,1,1296,2997,8253.43,0.00,48347220.00,1296,7,1
2,1,1296,2997,13189.94,18159.28,48347220.00,1296,7,1
1,1,2464,2343,142184.66,0.00,48347220.00,2464,10,29
2,1,2464,2343,159968.91,109413.52,48347220.00,2464,10,29
1,1,2830,1652,192320.88,0.00,48347220.00,2830,1,25
2,1,2830,1652,200460.50,418116.16,48347220.00,2830,1,25
1,1,1390,5026,105380.00,0.00,48347220.00,1390,6,22
2,1,1390,5026,98623.75,160240.42,48347220.00,1390,6,22
1,1,1023,2698,73938.78,0.00,48347220.00,1023,4,22
2,1,1023,2698,33810.97,49428.14,48347220.00,1023,4,22
1,1,796,2700,1876.62,0.00,48347220.00,796,12,17
2,1,796,2700,1588.54,2169.53,48347220.00,796,12,17
1,1,4416,5085,3.00,0.00,48347220.00,4416,4,1
1,1,2499,5395,2.96,0.00,48347220.00,2499,8,5
2,1,2499,5395,4.99,8.06,48347220.00,2499,8,5
1,1,2271,3016,1.01,0.00,43284180.00,2271,8,14
1,1,2330,2766,13524.89,0.00,48347220.00,2330,2,20
2,1,2330,2766,7105.98,18926.07,48347220.00,2330,2,20
1,1,56,5239,429327.81,0.00,48347220.00,56,8,29
2,1,56,5239,159697.38,135445.14,48347220.00,56,8,29
1,1,3076,3865,1.01,0.00,43284180.00,3076,1,25
1,1,2920,4041,1.01,0.00,43284180.00,2920,10,1
1,1,2690,2702,5187.35,0.00,48347220.00,2690,6,3
2,1,2690,2702,9153.09,12348.77,48347220.00,2690,6,3
1,1,3253,2414,2.01,0.00,48347220.00,3253,7,14
2,1,3253,2414,1.04,3.30,48347220.00,3253,7,14
1,1,3587,4651,3.93,0.00,48347220.00,3587,8,18
2,1,3587,4651,3.91,6.49,48347220.00,3587,8,18
1,1,4951,3405,184415.16,0.00,48347220.00,4951,3,30
2,1,4951,3405,46935.57,57039.61,48347220.00,4951,3,30
1,1,2423,3157,13.82,0.00,48347220.00,2423,1,20
2,1,2423,3157,36.40,111.42,48347220.00,2423,1,20
1,1,1941,4844,26.70,0.00,43284180.00,1941,8,24
2,1,1941,4844,67.66,142.79,43284180.00,1941,8,24
1,1,4640,4942,65362.39,0.00,48347220.00,4640,5,16
2,1,4640,4942,30335.61,37787.41,48347220.00,4640,5,16
1,1,4885,2492,508.34,0.00,48347220.00,4885,8,19
2,1,4885,2492,268.45,376.77,48347220.00,4885,8,19
1,1,4408,2692,277.16,0.00,48347220.00,4408,12,17
2,1,4408,2692,17.61,18.57,48347220.00,4408,12,17
1,1,91,4011,0.98,0.00,43284180.00,91,1,14
1,1,683,3910,5763.72,0.00,48347220.00,683,7,4
2,1,683,3910,4905.06,11004.03,48347220.00,683,7,4
1,1,1106,4059,13.88,0.00,48347220.00,1106,9,10
1,1,4153,5025,9359.96,0.00,48347220.00,4153,8,21
2,1,4153,5025,7056.73,12697.19,48347220.00,4153,8,21
1,1,2399,4178,26.46,0.00,43284180.00,2399,11,12
1,1,4124,4722,1.95,0.00,48347220.00,4124,7,25
2,1,4124,4722,4.61,7.43,48347220.00,4124,7,25
1,1,230,4053,1.99,0.00,43284180.00,230,9,23
1,1,3990,1792,702.83,0.00,48347220.00,3990,1,29
2,1,3990,1792,1223.14,1878.24,48347220.00,3990,1,29
1,1,4920,1351,132.72,0.00,43284180.00,4920,8,21
2,1,4920,1351,2.67,8.46,43284180.00,4920,8,21
1,1,2951,1873,1.00,0.00,48347220.00,2951,6,28
1,1,2324,4995,40.87,0.00,48347220.00,2324,10,4
1,1,3507,3128,7897.16,0.00,48347220.00,3507,1,4
2,1,3507,3128,7681.67,12399.34,48347220.00,3507,1,4
1,1,218,4930,443.91,0.00,48347220.00,218,11,16
2,1,218,4930,435.50,1167.00,48347220.00,218,11,16
1,1,154,2465,2418036.25,0.00,48347220.00,154,10,22
2,1,154,2465,2349432.50,2192899.25,48347220.00,154,10,22
1,1,778,1975,1.95,0.00,48347220.00,778,6,14
2,1,778,1975,2.81,8.88,48347220.00,778,6,14
1,1,1334,3829,470.02,0.00,48347220.00,1334,9,20
2,1,1334,3829,370.93,962.35,48347220.00,1334,9,20
1,1,3358,5081,2.88,0.00,43284180.00,3358,1,16
2,1,3358,5081,5.25,11.11,43284180.00,3358,1,16
1,1,1191,5184,10684.62,0.00,48347220.00,1191,12,23
2,1,1191,5184,18096.51,28244.04,48347220.00,1191,12,23
1,1,1751,5109,793.44,0.00,48347220.00,1751,11,3
2,1,1751,5109,925.83,1415.62,48347220.00,1751,11,3
1,1,2871,4024,2459.03,0.00,48347220.00,2871,4,15
2,1,2871,4024,3986.84,5990.44,48347220.00,2871,4,15
1,1,4159,2413,13.23,0.00,43284180.00,4159,7,26
2,1,4159,2413,34.34,108.59,43284180.00,4159,7,26
1,1,4399,4346,225.18,0.00,48347220.00,4399,10,3
2,1,4399,4346,622.94,1377.79,48347220.00,4399,10,3
1,1,1468,3830,95.65,0.00,43284180.00,1468,5,29
2,1,1468,3830,203.89,523.64,43284180.00,1468,5,29
1,1,952,2730,15.86,0.00,48347220.00,952,10,18
2,1,952,2730,39.98,111.93,48347220.00,952,10,18
1,1,889,4984,197.30,0.00,48347220.00,889,8,19
2,1,889,4984,7.28,15.66,48347220.00,889,8,19
1,1,3057,5014,109.10,0.00,48347220.00,3057,1,7
2,1,3057,5014,220.36,547.12,48347220.00,3057,1,7
1,1,1575,2457,7721068.00,0.00,48347220.00,1575,3,28
2,1,1575,2457,7736153.00,6840344.50,48347220.00,1575,3,28
1,1,4515,1280,141.64,0.00,48347220.00,4515,1,11
2,1,4515,1280,183.15,534.60,48347220.00,4515,1,11
1,1,4494,4658,1.03,0.00,48347220.00,4494,9,28
2,1,4494,4658,1.74,5.50,48347220.00,4494,9,28
1,1,231,4937,2485.60,0.00,48347220.00,231,1,8
2,1,231,4937,2010.68,5985.75,48347220.00,231,1,8
1,1,3092,4016,1635.21,0.00,48347220.00,3092,7,15
2,1,3092,4016,595.97,1612.48,48347220.00,3092,7,15
1,1,815,5194,69.36,0.00,48347220.00,815,11,4
1,1,2526,5032,3124.08,0.00,48347220.00,2526,9,17
2,1,2526,5032,4992.75,8081.07,48347220.00,2526,9,17
1,1,1973,2361,4.04,0.00,48347220.00,1973,2,20
2,1,1973,2361,2.86,9.05,48347220.00,1973,2,20
1,1,3924,5229,1376.97,0.00,48347220.00,3924,1,24
2,1,3924,5229,2242.89,4745.28,48347220.00,3924,1,24
1,1,3561,1680,2264.64,0.00,48347220.00,3561,9,18
2,1,3561,1680,214.66,539.22,48347220.00,3561,9,18
1,1,1074,2308,2754754.50,0.00,48347220.00,1074,4,13
2,1,1074,2308,2109726.75,2846273.25,48347220.00,1074,4,13
1,1,1563,5206,23989.48,0.00,48347220.00,1563,2,6
2,1,1563,5206,44526.49,51482.34,48347220.00,1563,2,6
1,1,3035,2799,2.01,0.00,48347220.00,3035,2,12
1,1,4124,4307,1.00,0.00,48347220.00,4124,5,16
2,1,4124,4307,3.36,5.42,48347220.00,4124,5,16
1,1,3982,5061,615.71,0.00,48347220.00,3982,4,23
2,1,3982,5061,291.44,516.53,48347220.00,3982,4,23
1,1,3610,2797,2.95,0.00,48347220.00,3610,2,18
2,1,3610,2797,1.01,3.21,48347220.00,3610,2,18
1,1,625,1831,24409.19,0.00,48347220.00,625,1,2
2,1,625,1831,25707.59,64536.13,48347220.00,625,1,2
1,1,2036,5185,21.67,0.00,48347220.00,2036,12,3
2,1,2036,5185,9.87,5.62,48347220.00,2036,12,3
1,1,3602,2719,2330.13,0.00,48347220.00,3602,9,27
2,1,3602,2719,885.09,1287.47,48347220.00,3602,9,27
1,1,3149,4148,286.09,0.00,48347220.00,3149,8,10
2,1,3149,4148,239.81,623.31,48347220.00,3149,8,10
1,1,36,1876,5495.66,0.00,48347220.00,36,11,24
2,1,36,1876,3758.61,6379.22,48347220.00,36,11,24
1,1,194,3406,658.08,0.00,48347220.00,194,12,2
2,1,194,3406,324.10,964.27,48347220.00,194,12,2
1,1,2061,3832,15.87,0.00,48347220.00,2061,12,25
2,1,2061,3832,5.24,11.06,48347220.00,2061,12,25
1,1,4792,4921,112.80,0.00,48347220.00,4792,1,4
2,1,4792,4921,10.65,15.48,48347220.00,4792,1,4
1,1,3349,2650,3449167.75,0.00,48347220.00,3349,10,11
2,1,3349,2650,3260809.00,1634011.75,48347220.00,3349,10,11
1,1,3893,4569,0.98,0.00,43284180.00,3893,7,17
2,1,3893,4569,8.05,12.96,43284180.00,3893,7,17
1,1,1461,3819,11.02,0.00,48347220.00,1461,4,9
2,1,1461,3819,3.68,6.12,48347220.00,1461,4,9
1,1,44,2709,531.57,0.00,48347220.00,44,12,3
2,1,44,2709,82.52,219.49,48347220.00,44,12,3
1,1,1049,4065,0.98,0.00,43284180.00,1049,2,10
1,1,1475,4959,278.88,0.00,48347220.00,1475,9,29
2,1,1475,4959,80.99,147.42,48347220.00,1475,9,29
1,1,4764,4039,504.82,0.00,48347220.00,4764,5,29
2,1,4764,4039,1123.80,3306.38,48347220.00,4764,5,29
1,1,1391,1979,0.98,0.00,43284180.00,1391,1,20
1,1,2260,1332,0.95,0.00,43284180.00,2260,10,24
1,1,3237,543,498878.69,0.00,48347220.00,3237,9,2
2,1,3237,543,603421.19,828976.69,48347220.00,3237,9,2
1,1,3164,2694,744.35,0.00,48347220.00,3164,4,13
2,1,3164,2694,275.69,853.91,48347220.00,3164,4,13
1,1,4207,5063,83710.76,0.00,48347220.00,4207,8,1
2,1,4207,5063,34429.57,27846.38,48347220.00,4207,8,1
1,1,3004,5305,257.43,0.00,48347220.00,3004,11,29
2,1,3004,5305,39.12,102.43,48347220.00,3004,11,29
1,1,1865,4515,0.95,0.00,43284180.00,1865,9,30
1,1,4983,5070,72087.64,0.00,48347220.00,4983,11,12
2,1,4983,5070,46848.93,79410.15,48347220.00,4983,11,12
1,1,3959,4325,3.02,0.00,48347220.00,3959,9,22
2,1,3959,4325,3.80,8.75,48347220.00,3959,9,22
1,1,3940,5225,4256995.00,0.00,48347220.00,3940,7,17
2,1,3940,5225,3450756.75,2960654.75,48347220.00,3940,7,17
1,1,2413,2749,6.18,0.00,48347220.00,2413,8,2
2,1,2413,2749,4.51,7.44,48347220.00,2413,8,2
1,1,3387,2432,0.98,0.00,43284180.00,3387,4,26
1,1,1711,4437,0.95,0.00,43284180.00,1711,8,23
1,1,112,4290,1.01,0.00,43284180.00,112,11,3
1,1,4672,2674,132674.91,0.00,48347220.00,4672,8,12
2,1,4672,2674,145711.61,219326.83,48347220.00,4672,8,12
1,1,4228,5226,4051367.25,0.00,48347220.00,4228,1,28
2,1,4228,5226,2687090.00,1464762.50,48347220.00,4228,1,28
1,1,4284,3123,88448.48,0.00,48347220.00,4284,4,16
2,1,4284,3123,62856.54,127347.87,48347220.00,4284,4,16
1,1,3021,4908,1.03,0.00,48347220.00,3021,11,9
2,1,3021,4908,1.06,3.34,48347220.00,3021,11,9
1,1,528,2503,16993.84,0.00,48347220.00,528,7,15
2,1,528,2503,15546.14,12475.31,48347220.00,528,7,15
1,1,4447,529,2857.18,0.00,48347220.00,4447,11,24
2,1,4447,529,4359.45,9196.65,48347220.00,4447,11,24
1,1,413,4867,0.95,0.00,43284180.00,413,1,7
1,1,3869,2437,335768.22,0.00,48347220.00,3869,10,28
2,1,3869,2437,435319.75,383355.22,48347220.00,3869,10,28
1,1,2745,1866,216.23,0.00,48347220.00,2745,11,20
2,1,2745,1866,30.79,67.07,48347220.00,2745,11,20
1,1,3973,5354,80.55,0.00,48347220.00,3973,5,7
2,1,3973,5354,188.83,569.57,48347220.00,3973,5,7
1,1,4799,531,2266.26,0.00,48347220.00,4799,8,17
2,1,4799,531,972.53,3069.51,48347220.00,4799,8,17
1,1,4360,3944,12671.51,0.00,48347220.00,4360,5,2
2,1,4360,3944,2954.25,8669.92,48347220.00,4360,5,2
1,1,3132,2645,3838079.50,0.00,48347220.00,3132,1,23
2,1,3132,2645,3208501.75,1307855.00,48347220.00,3132,1,23
1,1,1180,5338,132382.44,0.00,48347220.00,1180,6,7
2,1,1180,5338,122822.81,351417.47,48347220.00,1180,6,7
1,1,3648,5033,24293.02,0.00,48347220.00,3648,5,10
2,1,3648,5033,26855.44,47753.62,48347220.00,3648,5,10
1,1,1406,2458,1907181.62,0.00,48347220.00,1406,10,8
2,1,1406,2458,1945197.00,1482260.50,48347220.00,1406,10,8
1,1,2869,2475,2766071.75,0.00,48347220.00,2869,4,4
2,1,2869,2475,2461866.50,2200680.00,48347220.00,2869,4,4
1,1,4305,4783,1.95,0.00,48347220.00,4305,4,17
2,1,4305,4783,2.48,7.84,48347220.00,4305,4,17
1,1,3316,4161,1.00,0.00,48347220.00,3316,9,16
2,1,3316,4161,4.53,7.46,48347220.00,3316,9,16
1,1,1875,5360,35886.70,0.00,48347220.00,1875,12,16
2,1,1875,5360,19926.58,36480.62,48347220.00,1875,12,16
1,1,858,4771,2673.04,0.00,48347220.00,858,5,1
2,1,858,4771,4269.05,10268.66,48347220.00,858,5,1
1,1,894,5205,3322.27,0.00,48347220.00,894,6,9
2,1,894,5205,398.08,799.95,48347220.00,894,6,9
1,1,2100,4037,146937.59,0.00,48347220.00,2100,9,10
2,1,2100,4037,93965.67,136337.61,48347220.00,2100,9,10
1,1,1335,2494,1301091.62,0.00,48347220.00,1335,6,8
2,1,1335,2494,646653.56,564303.06,48347220.00,1335,6,8
1,1,2549,5006,228.47,0.00,48347220.00,2549,8,28
2,1,2549,5006,285.71,672.15,48347220.00,2549,8,28
1,1,1062,2544,1.90,0.00,43284180.00,1062,6,3
2,1,1062,2544,5.05,10.64,43284180.00,1062,6,3
1,1,1839,5015,2.88,0.00,43284180.00,1839,6,21
2,1,1839,5015,2.53,7.99,43284180.00,1839,6,21
1,1,4551,5202,262031.36,0.00,48347220.00,4551,1,20
2,1,4551,5202,307669.94,634582.06,48347220.00,4551,1,20
1,1,2477,5356,126924.16,0.00,48347220.00,2477,2,18
2,1,2477,5356,109066.23,174391.50,48347220.00,2477,2,18
1,1,3375,4375,0.98,0.00,43284180.00,3375,7,24
1,1,1411,1303,0.98,0.00,43284180.00,1411,1,1
1,1,1391,3158,4.06,0.00,48347220.00,1391,3,19
2,1,1391,3158,1.71,5.42,48347220.00,1391,3,19
1,1,820,3650,2.88,0.00,43284180.00,820,4,20
2,1,820,3650,2.67,8.44,43284180.00,820,4,20
1,1,3066,5029,8038.28,0.00,48347220.00,3066,4,4
2,1,3066,5029,15066.94,32031.10,48347220.00,3066,4,4
1,1,1071,5062,59595.43,0.00,48347220.00,1071,6,17
2,1,1071,5062,42027.06,51711.95,48347220.00,1071,6,17
1,1,795,4907,0.98,0.00,43284180.00,795,9,27
2,1,795,4907,2.60,8.22,43284180.00,795,9,27
1,1,1691,4389,0.98,0.00,43284180.00,1691,1,11
2,1,1691,4389,2.63,8.30,43284180.00,1691,1,11
1,1,482,2495,404578.50,0.00,48347220.00,482,8,26
2,1,482,2495,411853.94,526781.44,48347220.00,482,8,26
1,1,4052,4558,1.00,0.00,48347220.00,4052,10,1
1,1,577,4925,224.53,0.00,48347220.00,577,11,26
2,1,577,4925,68.00,200.47,48347220.00,577,11,26
1,1,2428,1673,1322.30,0.00,48347220.00,2428,8,11
2,1,2428,1673,1799.16,5635.21,48347220.00,2428,8,11
1,1,620,5232,440.99,0.00,48347220.00,620,7,2
2,1,620,5232,361.98,720.33,48347220.00,620,7,2
1,1,930,778,1.01,0.00,43284180.00,930,4,24
